timestamp,open,high,low,close,volume
2025-12-01 20:00:00,85059.09,86884.14,85059.09,86249.78,1.48082
2025-12-02 00:00:00,86499.16,87309.8,86205.75,87001.0,2.07602
2025-12-02 04:00:00,87052.08,87258.23,86846.53,86962.84,0.37832
2025-12-02 08:00:00,87097.62,87574.46,86386.76,87229.49,0.46845
2025-12-02 12:00:00,87565.39,91150.11,87120.61,90962.2,3.11159
2025-12-02 16:00:00,91106.24,92211.29,90269.18,92172.84,4.5168
2025-12-02 20:00:00,92086.37,92086.37,90748.67,91550.01,0.75075
2025-12-03 00:00:00,91264.68,93024.11,91037.58,92659.99,6.28435
2025-12-03 04:00:00,92816.52,93928.41,92730.21,93126.26,2.15005
2025-12-03 08:00:00,93117.34,93368.21,92641.7,93111.97,1.45644
2025-12-03 12:00:00,93109.52,93599.65,91748.29,92394.65,1.53357
2025-12-03 16:00:00,92639.23,93543.21,91917.79,93068.47,0.99736
2025-12-03 20:00:00,92818.22,94093.38,92797.21,93747.41,1.03975
2025-12-04 00:00:00,93414.85,94068.87,92695.39,93759.54,3.02763
2025-12-04 04:00:00,93419.86,93751.39,92743.55,93441.73,0.34205
2025-12-04 08:00:00,93440.57,93669.61,92811.54,92812.94,0.14312
2025-12-04 12:00:00,93027.48,93255.36,91809.52,93062.5,2.60339
2025-12-04 16:00:00,93060.44,93190.31,90932.86,91769.32,3.86589
2025-12-04 20:00:00,92082.42,92679.84,91731.4,92125.79,0.55374
2025-12-05 00:00:00,92291.3,92669.99,92005.81,92005.81,0.36673
2025-12-05 04:00:00,92042.4,92467.6,91854.64,92101.13,1.05858
2025-12-05 08:00:00,92415.78,92415.78,90963.37,91408.4,0.58872
2025-12-05 12:00:00,91405.47,91533.64,89970.27,90283.24,2.01034
2025-12-05 16:00:00,90285.23,90580.64,88148.23,89803.12,3.44958
2025-12-05 20:00:00,89796.6,89796.6,88907.25,89094.11,0.59238
2025-12-06 00:00:00,89395.49,89805.01,88979.68,89532.22,0.97634
2025-12-06 04:00:00,89755.88,89806.02,89500.04,89685.26,0.09892
2025-12-06 08:00:00,89682.18,89748.45,89213.59,89734.18,0.13788
2025-12-06 12:00:00,89730.0,90234.24,89459.42,89938.95,0.62866
2025-12-06 16:00:00,89934.27,90067.69,89265.27,89288.34,0.30167
2025-12-06 20:00:00,89528.3,89635.38,88939.05,89422.79,1.89951
2025-12-07 00:00:00,89416.57,89744.44,89047.52,89559.07,0.14323
2025-12-07 04:00:00,89744.43,89810.22,89214.96,89504.97,0.09348
2025-12-07 08:00:00,89489.52,89548.5,89091.59,89104.97,0.0835
2025-12-07 12:00:00,89335.86,89699.28,87784.33,89699.28,1.1745
2025-12-07 16:00:00,89687.47,91707.55,89170.07,91506.1,1.92946
2025-12-07 20:00:00,91538.82,91565.37,89106.03,90419.25,1.91981
